2,0,0,-0.177142857,-0.068571429,-0.268571429,-0.228571429,-0.251428571,-0.382857143,-0.194285714,-0.52,-0.297142857,-0.474285714,-0.365714286,-0.702857143,-0.4,-0.857142857,-0.411428571,-1,-0.16,-0.468571429,-0.125714286,-0.588571429,-0.125714286,-0.388571429,-0.148571429,-0.297142857,-0.028571429,-0.44,-0.005714286,-0.508571429,-0.034285714,-0.325714286,-0.068571429,-0.257142857,0.085714286,-0.394285714,0.091428571,-0.451428571,0.045714286,-0.314285714,0.005714286,-0.262857143
2,0,0,-0.159340659,-0.043956044,-0.252747253,-0.181318681,-0.230769231,-0.318681319,-0.148351648,-0.445054945,-0.263736264,-0.483516484,-0.32967033,-0.703296703,-0.351648352,-0.857142857,-0.351648352,-1,-0.131868132,-0.489010989,-0.082417582,-0.538461538,-0.087912088,-0.32967033,-0.115384615,-0.236263736,0,-0.450549451,0.043956044,-0.461538462,0.005494505,-0.285714286,-0.032967033,-0.214285714,0.10989011,-0.401098901,0.137362637,-0.412087912,0.087912088,-0.28021978,0.043956044,-0.225274725
2,0,0,-0.153005464,-0.038251366,-0.25136612,-0.163934426,-0.229508197,-0.295081967,-0.147540984,-0.415300546,-0.273224044,-0.480874317,-0.338797814,-0.704918033,-0.366120219,-0.857923497,-0.371584699,-1,-0.136612022,-0.491803279,-0.087431694,-0.508196721,-0.087431694,-0.31147541,-0.114754098,-0.224043716,-0.010928962,-0.464480874,0.038251366,-0.442622951,0.005464481,-0.273224044,-0.032786885,-0.218579235,0.098360656,-0.415300546,0.12568306,-0.393442623,0.081967213,-0.267759563,0.038251366,-0.224043716
2,0,0,-0.151351351,-0.037837838,-0.248648649,-0.156756757,-0.232432432,-0.286486486,-0.145945946,-0.405405405,-0.264864865,-0.475675676,-0.340540541,-0.702702703,-0.367567568,-0.854054054,-0.372972973,-1,-0.12972973,-0.491891892,-0.081081081,-0.518918919,-0.081081081,-0.313513514,-0.108108108,-0.227027027,-0.005405405,-0.464864865,0.043243243,-0.459459459,0.010810811,-0.286486486,-0.027027027,-0.221621622,0.102702703,-0.416216216,0.12972973,-0.410810811,0.086486486,-0.275675676,0.037837838,-0.232432432
2,0,0,-0.155913978,-0.037634409,-0.247311828,-0.161290323,-0.225806452,-0.284946237,-0.14516129,-0.403225806,-0.268817204,-0.47311828,-0.338709677,-0.698924731,-0.370967742,-0.85483871,-0.376344086,-1,-0.134408602,-0.489247312,-0.091397849,-0.516129032,-0.091397849,-0.311827957,-0.112903226,-0.231182796,-0.005376344,-0.467741935,0.032258065,-0.456989247,0,-0.284946237,-0.032258065,-0.225806452,0.102150538,-0.419354839,0.123655914,-0.408602151,0.080645161,-0.279569892,0.037634409,-0.23655914
2,0,0,-0.155913978,-0.032258065,-0.247311828,-0.161290323,-0.215053763,-0.284946237,-0.134408602,-0.397849462,-0.26344086,-0.478494624,-0.333333333,-0.704301075,-0.365591398,-0.85483871,-0.376344086,-1,-0.129032258,-0.5,-0.086021505,-0.505376344,-0.091397849,-0.301075269,-0.112903226,-0.231182796,-0.005376344,-0.467741935,0.037634409,-0.446236559,0.005376344,-0.274193548,-0.032258065,-0.231182796,0.102150538,-0.419354839,0.129032258,-0.397849462,0.080645161,-0.26344086,0.037634409,-0.23655914
2,0,0,-0.160427807,-0.032085561,-0.251336898,-0.165775401,-0.22459893,-0.288770053,-0.144385027,-0.406417112,-0.267379679,-0.475935829,-0.336898396,-0.705882353,-0.368983957,-0.855614973,-0.379679144,-1,-0.13368984,-0.486631016,-0.090909091,-0.518716578,-0.090909091,-0.310160428,-0.112299465,-0.22459893,-0.005347594,-0.459893048,0.032085561,-0.459893048,-0.005347594,-0.28342246,-0.037433155,-0.22459893,0.106951872,-0.411764706,0.128342246,-0.417112299,0.080213904,-0.28342246,0.037433155,-0.235294118
2,0,0,-0.14973262,-0.032085561,-0.240641711,-0.155080214,-0.213903743,-0.28342246,-0.13368984,-0.401069519,-0.262032086,-0.475935829,-0.336898396,-0.700534759,-0.363636364,-0.855614973,-0.368983957,-1,-0.128342246,-0.49197861,-0.085561497,-0.513368984,-0.085561497,-0.310160428,-0.106951872,-0.22459893,-0.005347594,-0.465240642,0.037433155,-0.454545455,0.005347594,-0.28342246,-0.026737968,-0.22459893,0.106951872,-0.417112299,0.128342246,-0.411764706,0.090909091,-0.28342246,0.048128342,-0.240641711
2,0,0,-0.14973262,-0.026737968,-0.245989305,-0.155080214,-0.219251337,-0.278074866,-0.13368984,-0.390374332,-0.262032086,-0.470588235,-0.331550802,-0.695187166,-0.35828877,-0.855614973,-0.363636364,-1,-0.128342246,-0.497326203,-0.07486631,-0.49197861,-0.080213904,-0.288770053,-0.101604278,-0.20855615,0,-0.470588235,0.048128342,-0.43315508,0.016042781,-0.267379679,-0.021390374,-0.213903743,0.106951872,-0.422459893,0.13368984,-0.390374332,0.090909091,-0.262032086,0.053475936,-0.219251337
2,0,0,-0.14893617,-0.021276596,-0.239361702,-0.143617021,-0.212765957,-0.271276596,-0.132978723,-0.393617021,-0.265957447,-0.468085106,-0.329787234,-0.696808511,-0.356382979,-0.856382979,-0.361702128,-1,-0.132978723,-0.489361702,-0.074468085,-0.489361702,-0.074468085,-0.281914894,-0.10106383,-0.196808511,0,-0.468085106,0.04787234,-0.430851064,0.015957447,-0.255319149,-0.021276596,-0.196808511,0.106382979,-0.425531915,0.132978723,-0.388297872,0.090425532,-0.25,0.04787234,-0.20212766
2,0,0,-0.154255319,-0.015957447,-0.25,-0.138297872,-0.218085106,-0.265957447,-0.138297872,-0.393617021,-0.271276596,-0.473404255,-0.340425532,-0.70212766,-0.361702128,-0.856382979,-0.367021277,-1,-0.138297872,-0.494680851,-0.074468085,-0.494680851,-0.074468085,-0.281914894,-0.10106383,-0.191489362,-0.005319149,-0.468085106,0.042553191,-0.436170213,0.015957447,-0.255319149,-0.021276596,-0.186170213,0.106382979,-0.425531915,0.132978723,-0.393617021,0.090425532,-0.25,0.04787234,-0.196808511
2,0,0,-0.152631579,-0.015789474,-0.242105263,-0.142105263,-0.215789474,-0.268421053,-0.136842105,-0.394736842,-0.268421053,-0.473684211,-0.336842105,-0.705263158,-0.357894737,-0.857894737,-0.363157895,-1,-0.131578947,-0.5,-0.073684211,-0.489473684,-0.073684211,-0.284210526,-0.105263158,-0.194736842,0,-0.478947368,0.052631579,-0.431578947,0.021052632,-0.252631579,-0.021052632,-0.189473684,0.110526316,-0.431578947,0.136842105,-0.384210526,0.094736842,-0.242105263,0.052631579,-0.194736842
2,0,0,-0.151041667,-0.015625,-0.239583333,-0.135416667,-0.208333333,-0.260416667,-0.130208333,-0.385416667,-0.270833333,-0.46875,-0.333333333,-0.703125,-0.359375,-0.859375,-0.359375,-1,-0.135416667,-0.489583333,-0.067708333,-0.494791667,-0.072916667,-0.286458333,-0.104166667,-0.192708333,-0.005208333,-0.46875,0.052083333,-0.4375,0.020833333,-0.260416667,-0.026041667,-0.192708333,0.104166667,-0.421875,0.135416667,-0.390625,0.09375,-0.25,0.052083333,-0.192708333
2,0,0,-0.147959184,-0.020408163,-0.234693878,-0.142857143,-0.193877551,-0.260204082,-0.112244898,-0.382653061,-0.260204082,-0.469387755,-0.326530612,-0.698979592,-0.352040816,-0.857142857,-0.352040816,-1,-0.12755102,-0.489795918,-0.066326531,-0.479591837,-0.066326531,-0.275510204,-0.096938776,-0.193877551,0,-0.469387755,0.056122449,-0.418367347,0.025510204,-0.244897959,-0.015306122,-0.183673469,0.107142857,-0.423469388,0.137755102,-0.37755102,0.096938776,-0.239795918,0.056122449,-0.18877551
2,0,0,-0.147208122,-0.015228426,-0.233502538,-0.131979695,-0.197969543,-0.253807107,-0.121827411,-0.38071066,-0.269035533,-0.461928934,-0.324873096,-0.700507614,-0.345177665,-0.85786802,-0.345177665,-1,-0.131979695,-0.487309645,-0.065989848,-0.482233503,-0.060913706,-0.279187817,-0.096446701,-0.177664975,-0.005076142,-0.461928934,0.055837563,-0.421319797,0.030456853,-0.243654822,-0.010152284,-0.172588832,0.101522843,-0.421319797,0.14213198,-0.390862944,0.106598985,-0.248730964,0.060913706,-0.182741117
